Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/tasks/281,1,0,11.488100004498847,11.488100004498847,11.488100004498847,11.488100004498847,96.0,0.008390567633852021,0.0,11,11,11,11,11,11,11,11,11,11,11
PUT,/tasks/281,3,0,18,15.611666667003496,9.190899996610824,20.13740000256803,96.0,0.025171702901556063,0.0,18,18,20,20,20,20,20,20,20,20,20
PATCH,/tasks/282,1,0,5.087899997306522,5.087899997306522,5.087899997306522,5.087899997306522,89.0,0.008390567633852021,0.0,5,5,5,5,5,5,5,5,5,5,5
DELETE,/tasks/283,1,0,11.097599999629892,11.097599999629892,11.097599999629892,11.097599999629892,0.0,0.008390567633852021,0.0,11,11,11,11,11,11,11,11,11,11,11
DELETE,/tasks/284,1,0,11.319099998218007,11.319099998218007,11.319099998218007,11.319099998218007,0.0,0.008390567633852021,0.0,11,11,11,11,11,11,11,11,11,11,11
GET,/tasks/284,1,0,4.8717999961809255,4.8717999961809255,4.8717999961809255,4.8717999961809255,88.0,0.008390567633852021,0.0,5,5,5,5,5,5,5,5,5,5,5
PATCH,/tasks/284,2,0,20,26.319149998016655,19.855599995935336,32.782700000097975,88.5,0.016781135267704042,0.0,33,33,33,33,33,33,33,33,33,33,33
PATCH,/tasks/285,1,0,6.4681000003474765,6.4681000003474765,6.4681000003474765,6.4681000003474765,93.0,0.008390567633852021,0.0,6,6,6,6,6,6,6,6,6,6,6
PUT,/tasks/286,1,0,8.991599999717437,8.991599999717437,8.991599999717437,8.991599999717437,96.0,0.008390567633852021,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,/tasks/288,1,0,6.232499996258412,6.232499996258412,6.232499996258412,6.232499996258412,89.0,0.008390567633852021,0.0,6,6,6,6,6,6,6,6,6,6,6
PUT,/tasks/288,1,0,622.5011999995331,622.5011999995331,622.5011999995331,622.5011999995331,96.0,0.008390567633852021,0.0,620,620,620,620,620,620,620,620,620,620,620
GET,/tasks/289,1,0,3.634300002886448,3.634300002886448,3.634300002886448,3.634300002886448,89.0,0.008390567633852021,0.0,4,4,4,4,4,4,4,4,4,4,4
DELETE,/tasks/290,1,0,7.416799999191426,7.416799999191426,7.416799999191426,7.416799999191426,0.0,0.008390567633852021,0.0,7,7,7,7,7,7,7,7,7,7,7
DELETE,/tasks/292,1,0,11.372900000424124,11.372900000424124,11.372900000424124,11.372900000424124,0.0,0.008390567633852021,0.0,11,11,11,11,11,11,11,11,11,11,11
GET,/tasks/293,1,0,5.284699996991549,5.284699996991549,5.284699996991549,5.284699996991549,89.0,0.008390567633852021,0.0,5,5,5,5,5,5,5,5,5,5,5
PATCH,/tasks/293,1,0,12.216900002385955,12.216900002385955,12.216900002385955,12.216900002385955,88.0,0.008390567633852021,0.0,12,12,12,12,12,12,12,12,12,12,12
PATCH,/tasks/296,1,0,7.423800001561176,7.423800001561176,7.423800001561176,7.423800001561176,88.0,0.008390567633852021,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/tasks/297,1,0,3.0515000034938566,3.0515000034938566,3.0515000034938566,3.0515000034938566,88.0,0.008390567633852021,0.0,3,3,3,3,3,3,3,3,3,3,3
PATCH,/tasks/297,1,0,4.375899996375665,4.375899996375665,4.375899996375665,4.375899996375665,88.0,0.008390567633852021,0.0,4,4,4,4,4,4,4,4,4,4,4
GET,/tasks/298,1,0,3.080399997998029,3.080399997998029,3.080399997998029,3.080399997998029,93.0,0.008390567633852021,0.0,3,3,3,3,3,3,3,3,3,3,3
PATCH,/tasks/299,1,0,5.4931999984546565,5.4931999984546565,5.4931999984546565,5.4931999984546565,89.0,0.008390567633852021,0.0,5,5,5,5,5,5,5,5,5,5,5
GET,/tasks/302,2,0,4.150300002947915,4.95020000016666,4.150300002947915,5.750099997385405,89.0,0.016781135267704042,0.0,6,6,6,6,6,6,6,6,6,6,6
PATCH,/tasks/305,1,0,9.845600005064625,9.845600005064625,9.845600005064625,9.845600005064625,92.0,0.008390567633852021,0.0,10,10,10,10,10,10,10,10,10,10,10
DELETE,/tasks/307,1,0,14.918700006091967,14.918700006091967,14.918700006091967,14.918700006091967,0.0,0.008390567633852021,0.0,15,15,15,15,15,15,15,15,15,15,15
GET,/tasks/307,1,0,5.585099999734666,5.585099999734666,5.585099999734666,5.585099999734666,97.0,0.008390567633852021,0.0,6,6,6,6,6,6,6,6,6,6,6
PATCH,/tasks/307,3,0,10,9.932566666975617,7.245799999509472,13.013600000704173,94.0,0.025171702901556063,0.0,10,10,13,13,13,13,13,13,13,13,13
PUT,/tasks/307,1,0,14.092500001424924,14.092500001424924,14.092500001424924,14.092500001424924,96.0,0.008390567633852021,0.0,14,14,14,14,14,14,14,14,14,14,14
GET,/tasks/310,2,0,7.2950999965542,7.377549998636823,7.2950999965542,7.460000000719447,89.0,0.016781135267704042,0.0,7,7,7,7,7,7,7,7,7,7,7
PATCH,/tasks/310,2,0,7.319200005440507,7.567550001112977,7.319200005440507,7.815899996785447,89.0,0.016781135267704042,0.0,8,8,8,8,8,8,8,8,8,8,8
DELETE,/tasks/313,1,0,8.541000002878718,8.541000002878718,8.541000002878718,8.541000002878718,0.0,0.008390567633852021,0.0,9,9,9,9,9,9,9,9,9,9,9
PUT,/tasks/313,1,0,41.21029999805614,41.21029999805614,41.21029999805614,41.21029999805614,96.0,0.008390567633852021,0.0,41,41,41,41,41,41,41,41,41,41,41
DELETE,/tasks/314,1,0,7.172999998147134,7.172999998147134,7.172999998147134,7.172999998147134,0.0,0.008390567633852021,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/tasks/314,2,0,6,8.063850000326056,5.509700000402518,10.618000000249594,96.0,0.016781135267704042,0.0,11,11,11,11,11,11,11,11,11,11,11
PATCH,/tasks/314,3,0,27,158.8474666690066,8.51620000321418,441.0968000011053,93.66666666666667,0.025171702901556063,0.0,27,27,440,440,440,440,440,440,440,440,440
PUT,/tasks/314,1,0,10.907899995800108,10.907899995800108,10.907899995800108,10.907899995800108,95.0,0.008390567633852021,0.0,11,11,11,11,11,11,11,11,11,11,11
PATCH,/tasks/316,2,0,26.45660000416683,1087.4870000006922,26.45660000416683,2148.5173999972176,93.0,0.016781135267704042,0.0,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100
PUT,/tasks/316,1,0,10.53890000184765,10.53890000184765,10.53890000184765,10.53890000184765,96.0,0.008390567633852021,0.0,11,11,11,11,11,11,11,11,11,11,11
PUT,/tasks/317,1,0,10.625900002196431,10.625900002196431,10.625900002196431,10.625900002196431,96.0,0.008390567633852021,0.0,11,11,11,11,11,11,11,11,11,11,11
GET,/tasks/319,2,0,3.3247000028495677,5.888350002351217,3.3247000028495677,8.452000001852866,96.0,0.016781135267704042,0.0,8,8,8,8,8,8,8,8,8,8,8
PATCH,/tasks/319,2,0,5,21.426299997983733,4.652499999792781,38.200099996174686,96.5,0.016781135267704042,0.0,38,38,38,38,38,38,38,38,38,38,38
PUT,/tasks/319,2,0,8,14.910750003764406,7.716700005403254,22.104800002125558,95.5,0.016781135267704042,0.0,22,22,22,22,22,22,22,22,22,22,22
GET,/tasks/320,1,0,6.494699999166187,6.494699999166187,6.494699999166187,6.494699999166187,89.0,0.008390567633852021,0.0,6,6,6,6,6,6,6,6,6,6,6
DELETE,/tasks/321,1,0,4141.525599996385,4141.525599996385,4141.525599996385,4141.525599996385,0.0,0.008390567633852021,0.0,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100
GET,/tasks/321,1,0,5.56009999854723,5.56009999854723,5.56009999854723,5.56009999854723,89.0,0.008390567633852021,0.0,6,6,6,6,6,6,6,6,6,6,6
GET,/tasks/322,1,0,12.663800000154879,12.663800000154879,12.663800000154879,12.663800000154879,88.0,0.008390567633852021,0.0,13,13,13,13,13,13,13,13,13,13,13
PATCH,/tasks/322,1,0,39.76669999974547,39.76669999974547,39.76669999974547,39.76669999974547,88.0,0.008390567633852021,0.0,40,40,40,40,40,40,40,40,40,40,40
PATCH,/tasks/325,1,0,49.93129999638768,49.93129999638768,49.93129999638768,49.93129999638768,96.0,0.008390567633852021,0.0,50,50,50,50,50,50,50,50,50,50,50
PUT,/tasks/325,3,0,11,16.397200000938028,10.394500000984408,27.721500002371613,96.0,0.025171702901556063,0.0,11,11,28,28,28,28,28,28,28,28,28
GET,/tasks/327,1,0,3.8039999999455176,3.8039999999455176,3.8039999999455176,3.8039999999455176,89.0,0.008390567633852021,0.0,4,4,4,4,4,4,4,4,4,4,4
DELETE,/tasks/329,1,0,10.13299999613082,10.13299999613082,10.13299999613082,10.13299999613082,0.0,0.008390567633852021,0.0,10,10,10,10,10,10,10,10,10,10,10
PUT,/tasks/329,1,0,8.50709999940591,8.50709999940591,8.50709999940591,8.50709999940591,96.0,0.008390567633852021,0.0,9,9,9,9,9,9,9,9,9,9,9
PATCH,/tasks/330,1,0,4.665800006478094,4.665800006478094,4.665800006478094,4.665800006478094,96.0,0.008390567633852021,0.0,5,5,5,5,5,5,5,5,5,5,5
PUT,/tasks/330,1,0,46.78020000574179,46.78020000574179,46.78020000574179,46.78020000574179,96.0,0.008390567633852021,0.0,47,47,47,47,47,47,47,47,47,47,47
DELETE,/tasks/333,1,0,14.202099999238271,14.202099999238271,14.202099999238271,14.202099999238271,0.0,0.008390567633852021,0.0,14,14,14,14,14,14,14,14,14,14,14
DELETE,/tasks/334,1,0,17.28459999867482,17.28459999867482,17.28459999867482,17.28459999867482,0.0,0.008390567633852021,0.0,17,17,17,17,17,17,17,17,17,17,17
GET,/tasks/335,2,0,4,4.908749997412087,3.615699999500066,6.201799995324109,92.5,0.016781135267704042,0.0,6,6,6,6,6,6,6,6,6,6,6
PUT,/tasks/335,1,0,33.9869000017643,33.9869000017643,33.9869000017643,33.9869000017643,96.0,0.008390567633852021,0.0,34,34,34,34,34,34,34,34,34,34,34
GET,/tasks/337,1,0,6.226000004971866,6.226000004971866,6.226000004971866,6.226000004971866,89.0,0.008390567633852021,0.0,6,6,6,6,6,6,6,6,6,6,6
PATCH,/tasks/337,1,0,1660.9362999952282,1660.9362999952282,1660.9362999952282,1660.9362999952282,88.0,0.008390567633852021,0.0,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700
DELETE,/tasks/338,1,0,20.803400002478156,20.803400002478156,20.803400002478156,20.803400002478156,0.0,0.008390567633852021,0.0,21,21,21,21,21,21,21,21,21,21,21
GET,/tasks/338,1,0,5.134399994858541,5.134399994858541,5.134399994858541,5.134399994858541,96.0,0.008390567633852021,0.0,5,5,5,5,5,5,5,5,5,5,5
